,PRA001,PRA002,PRA003,PRA004,PRA005,PRA006,PRA007,PRA008,PRA009,PRA010,PRA011,PRA012,PRA013,PRA014,PRA015,PRA016,PRA017,PRA018,PRA019,PRA020,PRA021,PRA022,PRA023,PRA024,PRA025,PRA026,PRA027,PRA028,PRA029,PRA030,PRA031,PRA032,PRA033,PRA034,PRA035,PRA036,PRA037,PRA038,PRA039,PRA040,PRA041,PRA042,PRA043,PRA044,PRA045,PRA046,PRA047,PRA048,PRA049,PRA050,PRA051,PRA052,PRA053,PRA054,PRA055,PRA056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N1-Acetylspermine,1.82647996,-0.6641424,-0.6641424,-0.6641424,-0.6641424,-0.6641424,1.70017009,-0.6641424,1.503067,0.36349136,-0.6641424,-0.6641424,1.34273823,-0.6641424,-0.6641424,1.78454082,0.33474403,-0.6641424,-0.6641424,1.41467464,-0.6641424,-0.6641424,-0.6641424,-0.6641424,1.87217546,-0.6641424,-0.6641424,-0.6641424,1.59609975,1.97024391,-0.6641424,-0.6641424,-0.6641424,-0.6641424,0.49699972,-0.6641424,-0.6641424,-0.6641424,1.44736019,1.83702074,1.79263086,0.52891867,-0.6641424,-0.6641424,-0.6641424,1.58740635,-0.6641424,-0.6641424,-0.6641424,1.49260638,-0.6641424,-0.6641424,-0.6641424,-0.6641424,-0.6641424,-0.6641424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uridine,0.706268621,0.368131662,0.163084145,0.315063241,0.127157085,-0.267224844,0.760399859,0.463382405,-0.031745501,-2.091317916,0.38263848,0.509294794,0.133144301,0.170268509,0.31252544,0.528144427,-2.21981495,0.053853849,-3.22068771,0.388648765,0.392869555,0.451588221,0.150310618,0.332980786,0.199775817,0.071881566,0.060003188,0.258719688,-0.278103529,0.037578791,0.157912408,0.42509419,0.38255473,0.755199237,-1.670907834,0.474052884,0.618327788,-2.930371379,0.004257774,0.228871466,0.032889614,-1.014162308,0.27257241,0.146726334,0.53211844,0.369164073,0.276632397,0.660024423,0.602960413,0.399664561,0.065003471,0.384389171,0.003508418,0.147313194,-2.654936423,0.370449292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adenosine,0.54075154,0.64947926,0.42361957,0.49853505,0.83423293,0.80863192,-2.00245884,0.20257854,-2.00245884,-0.4819421,0.52697107,0.60443036,0.47528873,0.41407554,0.20535873,-2.00245884,-0.85014049,1.45440009,-1.025135,0.98406695,0.35592429,0.68422792,0.14444906,0.61208812,0.32853964,0.97998222,0.22574771,0.5162662,0.48884785,0.63541659,0.75633043,0.93309857,0.82226476,0.51102406,-0.69676637,0.75561061,0.63133703,-1.28357496,0.49569921,0.38723651,0.27730027,0.5598968,0.37796138,0.77075952,0.21519458,0.32742544,0.77961174,0.50346204,-2.00245884,0.4756267,0.26632165,0.57417177,0.48085713,0.25899114,-0.79197925,0.35943314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inosine,-0.485397964,-0.560765006,-0.3638466,0.256822976,0.441386184,-0.801133989,-0.263302312,0.016975067,-0.374864255,-1.85378072,0.105863416,-0.717697923,-0.258430677,-0.015369215,-0.375969879,0.256779231,-2.284522106,-0.211115965,-2.851271055,0.021767023,-0.477755282,-0.631668441,-0.669159154,-1.424906437,-0.283838752,0.232626264,-0.238570574,-0.689057824,-0.232970096,-0.311760202,-0.44503892,-0.083230455,-0.153611198,-0.271628817,-2.383022508,-0.225644203,-0.441413426,-2.678509401,-0.022041122,-0.622898669,-0.451197166,0.774314052,-0.505968886,-0.729266308,-1.530130696,-1.182104495,-0.24868361,1.381960587,-0.344653536,1.773861976,-2.04142408,-0.526212817,-0.013546713,-0.394072476,-3.57230837,-0.697233304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-Methyladenosine,0.887461461,0.777220586,0.76883228,0.992802021,0.873522082,0.700644883,-2.423663638,1.00232849,-2.423663638,-0.503925599,0.85164317,0.797733255,0.862768977,0.82864434,0.905880549,1.048992982,-0.697084428,0.569540595,-1.08116076,0.961712563,1.129826346,0.993096101,1.215025114,1.280374008,-2.423663638,0.874740931,0.757787275,0.87218802,0.944396203,0.856412215,0.809732976,0.642390214,0.891010951,0.771787242,-0.243938833,0.920187607,0.615350966,-1.1447907,0.795918002,0.888084533,0.853805205,-0.082819719,0.854036214,0.954654554,1.07219892,-2.423663638,1.00393684,0.980492585,1.264667849,0.851736156,0.811614342,0.889295406,1.113710948,0.596058963,-1.011905847,0.868994463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guanosine monophosphate,0.84887009,0.6926815,-1.60887796,0.55572888,0.82395143,0.35971045,-1.60887796,-1.60887796,-1.60887796,-0.25535724,0.73140831,-1.60887796,-1.60887796,0.70518108,-1.60887796,0.57184835,-0.43033459,0.17106086,-1.60887796,0.66680655,-1.60887796,0.56515327,0.50594154,0.55921841,-1.60887796,0.61233573,0.35988629,-1.60887796,0.61820601,0.5631933,0.47023764,0.56653817,0.65883626,-1.60887796,-0.39562746,-1.60887796,0.48856383,-1.1259778,0.91789415,-1.60887796,-1.60887796,-1.60887796,-1.60887796,-1.60887796,-1.60887796,0.35836515,0.60205237,0.26027099,0.45674765,-1.60887796,-1.60887796,0.33156314,-1.60887796,-1.60887796,-1.60887796,0.29050197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S-Adenosylmethionine,1.14946234,1.23680875,1.33718582,1.23811673,1.32654751,1.54183513,1.54569711,1.13596124,1.5558202,0.31279646,1.41216467,1.52361791,0.83116205,1.19417879,1.33513974,1.35263479,0.17572374,1.39409504,-0.33344618,1.25299159,1.44727685,1.45177501,1.47281115,-0.91669713,-0.91669713,1.24714587,1.22607554,1.37464049,1.29687991,1.39107753,1.41264642,1.2726679,1.27814727,1.55503684,0.49190717,-0.91669713,1.29921887,0.11323027,1.43703574,1.40575333,1.23545395,0.69761181,1.4666456,1.23409298,1.44074495,1.52069356,1.28153815,1.45240044,-0.91669713,1.11228865,1.25512684,0.80731334,1.55332209,1.38695461,-0.3399431,1.2967312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alpha-Tocopherol,-0.402763705,-0.051756468,-0.607620103,-0.580627385,-0.269989803,-0.223871672,0.332785092,0.051868514,-0.199186576,-2.519271974,-0.494629276,0.234577213,-0.73124979,-0.445608319,-0.387370724,-0.501883577,-2.333964475,-0.53673549,-3.164698757,-0.349965314,0.193912206,-0.227047727,-0.532646712,-0.013002131,-0.66892064,-0.113704179,-0.107102329,-0.589291481,-0.391577927,-0.186952355,-0.308145783,-0.626514895,-0.225633813,-0.106155294,-2.29911391,-0.036471342,-0.420737939,-3.37183114,-0.628644406,0.301788167,-0.076318879,-0.628249195,-0.407331463,-0.243972562,0.102715109,-0.889070099,-0.227758593,0.94237281,-0.168792704,0.840310652,-0.528498262,-0.207773722,-0.398667324,0.659902576,-3.849512003,-0.273233197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bilirubin,-0.266944119,0.390134679,-0.750894598,-0.661692657,-1.079354996,-0.023335748,0.579439404,0.163503937,0.080151093,-1.15771646,-0.21110615,0.652209113,-1.607959746,-3.319699568,-0.531284394,-1.221239757,-0.705931116,-0.149257836,-1.466334684,-0.814394247,-0.307354336,-1.373728853,0.253456046,-1.307929228,0.15040478,-0.597772365,-0.292803183,-1.230521425,-0.395320736,-1.211333788,0.142787247,-0.298623832,-3.319699568,0.022203017,-1.365049567,-0.980177416,-0.242417016,-1.127141463,-0.22797065,0.70623701,0.438575642,0.098482795,-0.718016009,0.134764966,0.712249564,-1.076013571,-0.717597271,0.555642854,0.05153126,0.965714108,-1.028299355,-0.929769587,-0.74889139,0.749941719,-2.35487906,-0.235706575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Methyladenosine,0.960828344,0.774912367,0.677136396,0.720591946,1.001184157,0.815064217,0.779119085,0.919078367,0.423039215,-0.759790718,0.922907411,0.924034461,0.229582601,0.489776402,0.846310097,0.575502799,-0.818791934,0.432507513,-1.866435591,0.720829849,0.378802626,0.722279697,0.623128621,0.739646455,0.608722396,0.976131953,0.572668159,0.775275223,0.804988654,0.922204711,0.814489086,0.676201941,0.816083041,0.75306407,-0.405939765,0.926658192,0.679675991,-1.633143858,0.825967293,0.69779473,0.72326894,0.128883365,0.62801457,0.593531894,0.716505606,0.549666175,0.789124827,1.008888358,0.887058846,0.864940066,0.265998852,0.594498073,0.552711655,0.790076664,-1.79951932,0.593953501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serotonin,1.463571491,1.650423952,1.193396243,1.11399132,1.699863544,1.493800908,0.927543388,1.494760234,-1.184020167,-0.928453942,1.684429357,1.408339526,-1.181914196,0.869249733,0.57735906,-0.430269633,-1.258992306,1.682968387,-3.133175958,0.78146021,0.251835,0.127528999,0.506176093,-0.368611306,0.105423654,1.728102472,-0.448204644,0.862201427,1.34437402,1.461382793,1.386483168,1.320115919,1.553005006,-0.192312633,-0.460787786,-0.387568288,1.083807516,-3.71151273,1.292023737,-0.894503068,0.090257105,-0.212299209,-0.243515359,0.120946935,-0.838491371,-0.416498223,-0.279134288,1.457818051,-0.690811771,1.826962379,-0.703748379,-0.780241499,0.073661778,0.235121187,-3.480107992,-0.762268005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xanthurenic acid,0.519491818,-0.089476238,0.564308996,1.210483866,1.200089423,0.359702341,-0.077286072,0.435869124,-0.520708626,-1.779401899,0.689680427,0.290745749,0.000911289,0.892790697,0.528016892,0.436768795,-2.233272967,-0.352598987,-3.548127817,0.065451381,0.500946072,0.521169918,-0.627050929,0.538580822,0.335714074,0.544514109,0.657705176,0.357934481,0.272317311,0.277986688,0.399377464,0.256440898,0.25869017,0.273473115,-1.339989916,0.65570383,0.478644014,-3.65965436,0.726333252,-0.862424076,0.474020957,-1.006383165,0.358809801,-0.276797485,0.361935776,0.359262358,0.539768632,-0.215836544,1.12380535,-0.115090532,-0.003524613,0.233679191,1.02542185,0.432676272,-3.667144466,0.706348634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-Trimethylammoniobutanoic acid,0.381037473,0.273618044,0.461434553,0.572785587,-0.892491514,0.457534037,0.551260986,0.375824321,0.408245593,-3.684369364,-1.699127392,0.383634448,0.294283701,0.360402865,0.589376669,0.218400778,-2.067271643,0.309163559,-2.799417077,0.462282212,0.524090355,0.689996665,0.427889253,0.632077091,0.642042134,0.365183401,0.502142869,0.371051661,0.360803678,0.478995502,0.367430471,0.315738242,0.457192603,0.377317775,-0.57406511,0.620890958,0.498579488,-2.400697903,0.642335874,0.539760623,0.404354879,-0.960573259,0.666991164,0.262731638,0.554381696,0.585513223,0.744522162,0.362446497,0.514401437,0.244214638,-2.297111915,0.437983358,0.69729579,0.466402863,-2.906266328,-1.172703664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epinephrine,0.316343291,0.228313661,0.241233459,0.337365373,0.33975807,0.311889988,0.311628322,0.274956185,0.066983462,-3.386533789,0.042234442,0.21684478,0.167830389,0.381516582,0.107983154,0.428658394,-3.251117433,0.092095003,-2.875850275,0.409894249,0.388131241,0.489829144,0.245703303,0.575397958,0.327328889,0.301971632,0.284883789,0.19975613,0.246852829,0.380954645,0.310954546,0.084927018,0.183352419,0.406617093,-2.544595922,0.655450773,0.359178471,-2.8621148,0.249333099,0.202657637,0.223956083,-2.472614177,0.295076189,0.314366941,0.518208917,0.345974145,0.604976012,0.401338156,0.553593941,0.219914562,0.034236142,0.547936419,0.474546192,0.148627274,-3.013183829,0.365124309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indolepyruvate,0.329874863,1.122206623,0.847095674,0.650959137,0.993632293,0.965342123,-1.11644067,-1.11644067,-1.11644067,-0.194826763,0.963889716,-1.11644067,1.416045708,0.843296147,-1.11644067,1.094143823,-0.208477465,-1.11644067,-0.740431093,1.52245267,-1.11644067,-1.11644067,-1.11644067,-1.11644067,-1.11644067,-1.11644067,0.7992934,0.790903847,0.371404481,1.192237004,-1.11644067,-1.11644067,0.959457879,1.002386485,-0.314694621,-1.11644067,1.032245735,-0.489659642,1.498860675,1.070801314,1.538241935,0.249764613,1.086525188,0.703392406,-1.11644067,-1.11644067,0.70130453,0.882504062,-1.11644067,1.10620794,1.054443163,-1.11644067,-1.11644067,0.866294034,0.194772785,0.969606578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Methylguanosine,0.86320521,0.38676862,0.61220411,0.60218351,0.38406808,-0.07295503,0.45247983,0.18768008,0.05409553,-1.72333915,0.49270873,0.46527892,0.34783429,0.41643794,0.50455378,-0.57271086,-3.45141523,0.30220471,-2.66733603,0.40347731,-0.25133096,0.45564256,0.32240055,-0.38056134,0.15249078,0.50094901,0.47331855,0.37791808,0.47984338,0.43661008,0.51287848,0.69775049,0.53156264,0.3932242,-2.44417703,0.76701589,0.32129946,-2.63036601,0.38521127,0.34315381,0.43809003,-0.45922624,0.54485558,0.36449865,-0.26062456,-0.50429169,0.55145148,0.72193011,0.92692838,0.42779759,0.05586046,0.49946662,0.60287936,0.46583016,-2.9995431,0.16561683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Normetanephrine,0.985142371,1.090243634,-1.039650745,-1.039650745,0.994807165,1.130460129,1.058827646,-1.039650745,0.930068555,0.008748365,1.167622615,-1.039650745,1.096456261,-1.039650745,-1.039650745,1.199565579,-0.052834726,-1.039650745,-1.039650745,1.228176052,-1.039650745,-1.039650745,-1.039650745,-1.039650745,1.081083091,-1.039650745,-1.039650745,-1.039650745,0.718521,0.988196664,-1.039650745,-1.039650745,1.303828297,1.061016198,0.321201498,-1.039650745,-1.039650745,-0.254603044,0.885842764,1.42119104,0.926352871,0.723449432,1.229777559,1.234173656,-1.039650745,1.048917281,-1.039650745,-1.039650745,-1.039650745,1.070941853,0.846692534,-1.039650745,-1.039650745,1.22687729,-0.665498624,1.096157647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
